,Qdot,upstream,downstream,x,h,P,E,E (kWh),Rate ($/kWh),Revenue ($)
2024-01-01 22:00:00,7400.000000000001,0.39,0.38699999999999996,1,0.003000000000000058,217346.43600000427,782447169.6000154,217.34643600000427,0.098,21.299950728000418
2024-01-01 23:00:00,7400.0,0.39,0.38199999999999995,1,0.008000000000000063,579590.4960000046,2086525785.6000166,579.5904960000046,0.098,56.79986860800045
2024-01-02 00:00:00,7400.000000000001,0.41,0.38,1,0.02999999999999997,2173464.3599999985,7824471695.999994,2173.4643599999986,0.098,212.99950727999988
2024-01-02 01:00:00,7400.0,0.42,0.37599999999999995,1,0.04400000000000004,3187747.728000003,11475891820.80001,3187.747728000003,0.098,312.3992773440003
2024-01-02 02:00:00,7400.000000000001,0.43,0.37999999999999995,1,0.050000000000000044,3622440.600000004,13040786160.000013,3622.4406000000035,0.098,354.9991788000004
2024-01-02 03:00:00,7400.0,0.44,0.37399999999999994,1,0.06600000000000006,4781621.592000004,17213837731.200012,4781.621592000003,0.098,468.5989160160003
2024-01-02 04:00:00,7400.000000000001,0.45,0.36899999999999994,1,0.08100000000000007,5868353.772000006,21126073579.200024,5868.353772000007,0.098,575.0986696560007
2024-01-02 05:00:00,7400.0,0.45000000000000007,0.36999999999999994,1,0.08000000000000013,5795904.960000009,20865257856.000034,5795.90496000001,0.098,567.998686080001
2024-01-02 06:00:00,7400.000000000001,0.47000000000000003,0.376,1,0.09400000000000003,6810188.3280000035,24516677980.80001,6810.188328000003,0.098,667.3984561440003
2024-01-02 07:00:00,7400.0,0.47,0.38,1,0.08999999999999997,6520393.079999998,23473415087.999992,6520.393079999998,0.203,1323.6397952399998
2024-01-02 08:00:00,7400.000000000001,0.5,0.382,1,0.118,8548959.816000002,30776255337.600006,8548.959816000002,0.203,1735.4388426480007
2024-01-02 09:00:00,7400.0,0.52,0.375,1,0.14500000000000002,10505077.740000002,37818279864.00001,10505.077740000002,0.203,2132.530781220001
2024-01-02 10:00:00,7400.000000000001,0.52,0.36299999999999993,1,0.15700000000000008,11374463.484000009,40948068542.40003,11374.463484000009,0.203,2309.016087252002
2024-01-02 11:00:00,7400.0,0.5399999999999999,0.36299999999999993,1,0.177,12823439.724,46164383006.4,12823.439724,0.157,2013.280036668
2024-01-02 12:00:00,7400.000000000001,0.54,0.375,1,0.16500000000000004,11954053.980000004,43034594328.000015,11954.053980000004,0.157,1876.7864748600007
2024-01-02 13:00:00,7400.0,0.56,0.372,1,0.18800000000000006,13620376.656000003,49033355961.60001,13620.376656000004,0.157,2138.3991349920007
2024-01-02 14:00:00,7400.000000000001,0.56,0.367,1,0.19300000000000006,13982620.716000007,50337434577.60003,13982.620716000009,0.157,2195.2714524120015
2024-01-02 15:00:00,7400.0,0.57,0.36199999999999993,1,0.20800000000000002,15069352.896000002,54249670425.600006,15069.352896000002,0.157,2365.8884046720004
2024-01-02 16:00:00,7400.000000000001,0.59,0.362,1,0.22799999999999998,16518329.136000002,59465984889.600006,16518.329136,0.157,2593.377674352
2024-01-02 17:00:00,7400.0,0.6000000000000001,0.363,1,0.2370000000000001,17170368.444000006,61813326398.400024,17170.368444000007,0.203,3485.5847941320017
2024-01-02 18:00:00,7400.000000000001,0.6200000000000001,0.356,1,0.2640000000000001,19126486.368000012,68855350924.80005,19126.486368000013,0.203,3882.676732704003
2024-01-02 19:00:00,7400.0,0.62,0.35,1,0.27,19561179.240000002,70420245264.0,19561.17924,0.098,1916.9955655200001
2024-01-02 20:00:00,7400.000000000001,0.6199999999999999,0.3559999999999999,1,0.26399999999999996,19126486.368,68855350924.8,19126.486368,0.098,1874.3956640640001
2024-01-02 21:00:00,7400.0,0.62,0.371,1,0.249,18039754.188,64943115076.8,18039.754188000003,0.098,1767.8959104240002
2024-01-02 22:00:00,7400.000000000001,0.63,0.377,1,0.253,18329549.436000004,65986377969.60001,18329.549436000005,0.098,1796.2958447280005
2024-01-02 23:00:00,7400.0,0.6200000000000001,0.36799999999999994,1,0.25200000000000017,18257100.624000013,65725562246.40005,18257.100624000013,0.098,1789.1958611520013
2024-01-03 00:00:00,7400.000000000001,0.62,0.369,1,0.251,18184651.812000003,65464746523.20001,18184.651812000004,0.098,1782.0958775760005
2024-01-03 01:00:00,7400.0,0.62,0.371,1,0.249,18039754.188,64943115076.8,18039.754188000003,0.098,1767.8959104240002
2024-01-03 02:00:00,7400.000000000001,0.62,0.375,1,0.245,17749958.940000005,63899852184.000015,17749.958940000004,0.098,1739.4959761200005
2024-01-03 03:00:00,7400.0,0.62,0.37699999999999995,1,0.24300000000000005,17605061.316000003,63378220737.60001,17605.061316000003,0.098,1725.2960089680003
2024-01-03 04:00:00,7400.000000000001,0.62,0.374,1,0.246,17822407.752000004,64160667907.20001,17822.407752000003,0.098,1746.5959596960004
2024-01-03 05:00:00,7400.0,0.6100000000000001,0.375,1,0.2350000000000001,17025470.820000008,61291694952.00003,17025.47082000001,0.098,1668.496140360001
2024-01-03 06:00:00,7400.000000000001,0.6,0.39099999999999996,1,0.20900000000000002,15141801.708000004,54510486148.80002,15141.801708000005,0.098,1483.8965673840005
2024-01-03 07:00:00,7400.0,0.6000000000000001,0.39999999999999997,1,0.20000000000000012,14489762.40000001,52163144640.00004,14489.76240000001,0.203,2941.4217672000023
2024-01-03 08:00:00,7400.000000000001,0.6,0.40399999999999997,1,0.196,14199967.152000003,51119881747.20001,14199.967152000003,0.203,2882.593331856001
2024-01-03 09:00:00,7400.0,0.59,0.406,1,0.18399999999999994,13330581.407999996,47990093068.79999,13330.581407999996,0.203,2706.1080258239995
2024-01-03 10:00:00,7400.000000000001,0.59,0.40399999999999997,1,0.186,13475479.032000003,48511724515.20001,13475.479032000003,0.203,2735.5222434960006
2024-01-03 11:00:00,7400.0,0.59,0.39899999999999997,1,0.191,13837723.092,49815803131.2,13837.723091999998,0.157,2172.5225254439997
2024-01-03 12:00:00,7400.000000000001,0.58,0.39499999999999996,1,0.185,13403030.220000003,48250908792.00001,13403.030220000002,0.157,2104.2757445400002
2024-01-03 13:00:00,7400.0,0.5800000000000001,0.399,1,0.18100000000000005,13113234.972000003,47207645899.20001,13113.234972000004,0.157,2058.7778906040007
2024-01-03 14:00:00,7400.000000000001,0.57,0.401,1,0.16899999999999993,12243849.227999996,44077857220.79999,12243.849227999997,0.157,1922.2843287959995
2024-01-03 15:00:00,7400.0,0.56,0.4149999999999999,1,0.14500000000000013,10505077.74000001,37818279864.00003,10505.077740000008,0.157,1649.2972051800014
2024-01-03 16:00:00,7400.000000000001,0.57,0.427,1,0.14299999999999996,10360180.115999999,37296648417.6,10360.180116,0.157,1626.548278212
2024-01-03 17:00:00,7400.0,0.55,0.43299999999999994,1,0.1170000000000001,8476511.004000008,30515439614.40003,8476.511004000007,0.203,1720.7317338120015
2024-01-03 18:00:00,7400.000000000001,0.55,0.434,1,0.11600000000000005,8404062.192000005,30254623891.20002,8404.062192000005,0.203,1706.0246249760012
2024-01-03 19:00:00,7400.0,0.54,0.43799999999999994,1,0.10200000000000009,7389778.824000007,26603203766.400024,7389.778824000006,0.098,724.1983247520006
2024-01-03 20:00:00,7400.000000000001,0.54,0.434,1,0.10600000000000004,7679574.072000004,27646466659.200016,7679.574072000005,0.098,752.5982590560005
2024-01-03 21:00:00,7400.0,0.54,0.434,1,0.10600000000000004,7679574.0720000025,27646466659.20001,7679.574072000002,0.098,752.5982590560002
2024-01-03 22:00:00,7400.000000000001,0.54,0.43999999999999995,1,0.10000000000000009,7244881.200000008,26081572320.000027,7244.881200000007,0.098,709.9983576000008
2024-01-03 23:00:00,7400.0,0.54,0.43599999999999994,1,0.10400000000000009,7534676.448000006,27124835212.800022,7534.6764480000065,0.098,738.3982919040006
2024-01-04 00:00:00,7400.000000000001,0.56,0.432,1,0.12800000000000006,9273447.936000006,33384412569.60002,9273.447936000006,0.098,908.7978977280006
2024-01-04 01:00:00,7400.0,0.5599999999999999,0.411,1,0.14899999999999997,10794872.987999998,38861542756.799995,10794.872988,0.098,1057.897552824
2024-01-04 02:00:00,7400.000000000001,0.58,0.404,1,0.17599999999999993,12750990.911999999,45903567283.2,12750.990912,0.098,1249.597109376
2024-01-04 03:00:00,7400.0,0.59,0.399,1,0.19099999999999995,13837723.091999996,49815803131.19999,13837.723091999997,0.098,1356.0968630159998
2024-01-04 04:00:00,7400.000000000001,0.6,0.394,1,0.20599999999999996,14924455.272,53728038979.2,14924.455272,0.098,1462.596616656
2024-01-04 05:00:00,7400.0,0.62,0.38699999999999996,1,0.23300000000000004,16880573.196000002,60770063505.600006,16880.573196,0.098,1654.2961732080003
2024-01-04 06:00:00,7400.000000000001,0.61,0.39,1,0.21999999999999997,15938738.64,57379459104.0,15938.73864,0.098,1561.99638672
2024-01-04 07:00:00,7400.0,0.59,0.4,1,0.18999999999999995,13765274.279999996,49554987407.999985,13765.274279999996,0.203,2794.3506788399995
2024-01-04 08:00:00,7400.000000000001,0.56,0.4109999999999999,1,0.14900000000000013,10794872.988000011,38861542756.80004,10794.872988000012,0.203,2191.3592165640025
2024-01-04 09:00:00,7400.0,0.55,0.424,1,0.12600000000000006,9128550.312000005,32862781123.200016,9128.550312000005,0.203,1853.0957133360012
2024-01-04 10:00:00,7400.000000000001,0.52,0.42299999999999993,1,0.09700000000000009,7027534.764000008,25299125150.40003,7027.534764000008,0.203,1426.5895570920018
2024-01-04 11:00:00,7400.0,0.5,0.42999999999999994,1,0.07000000000000006,5071416.8400000045,18257100624.000015,5071.416840000004,0.157,796.2124438800007
2024-01-04 12:00:00,7400.000000000001,0.49,0.428,1,0.062,4491826.3440000005,16170574838.400002,4491.826344,0.157,705.216736008
2024-01-04 13:00:00,7400.0,0.49,0.4169999999999999,1,0.07300000000000006,5288763.276000004,19039547793.600014,5288.763276000004,0.157,830.3358343320007
2024-01-04 14:00:00,7400.000000000001,0.5,0.38999999999999996,1,0.11000000000000004,7969369.320000005,28689729552.00002,7969.369320000005,0.157,1251.1909832400008
2024-01-04 15:00:00,7400.0,0.49999999999999994,0.38199999999999995,1,0.118,8548959.816,30776255337.6,8548.959815999999,0.157,1342.1866911119998
2024-01-04 16:00:00,7400.000000000001,0.49000000000000005,0.385,1,0.10500000000000004,7607125.260000004,27385650936.000015,7607.125260000004,0.157,1194.3186658200007
2024-01-04 17:00:00,7400.0,0.48,0.407,1,0.07300000000000001,5288763.276000001,19039547793.600002,5288.763276000001,0.203,1073.618945028
2024-01-04 18:00:00,7400.000000000001,0.47,0.433,1,0.03699999999999998,2680606.043999999,9650181758.399996,2680.6060439999987,0.203,544.1630269319998
2024-01-04 19:00:00,7400.0,0.45000000000000007,0.43899999999999995,1,0.01100000000000012,796936.9320000088,2868972955.2000318,796.9369320000088,0.098,78.09981933600086
2024-01-04 20:00:00,7400.000000000001,0.44,0.44299999999999995,0,-0.002999999999999947,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-04 21:00:00,7400.0,0.42,0.443,0,-0.02300000000000002,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-04 22:00:00,7400.000000000001,0.39,0.44199999999999995,0,-0.051999999999999935,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-04 23:00:00,7400.0,0.4,0.44699999999999995,0,-0.04699999999999993,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-05 00:00:00,7400.000000000001,0.43000000000000005,0.438,0,-0.007999999999999952,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-05 01:00:00,7400.0,0.43000000000000005,0.3980000000000001,1,0.03199999999999997,2318361.983999998,8346103142.399992,2318.361983999998,0.098,227.1994744319998
2024-01-05 02:00:00,7400.000000000001,0.45000000000000007,0.40599999999999997,1,0.044000000000000095,3187747.7280000076,11475891820.800028,3187.7477280000076,0.098,312.3992773440008
2024-01-05 03:00:00,7400.0,0.45,0.40299999999999997,1,0.04700000000000004,3405094.164000003,12258338990.400011,3405.0941640000033,0.098,333.6992280720003
2024-01-05 04:00:00,7400.000000000001,0.4600000000000001,0.40299999999999997,1,0.057000000000000106,4129582.2840000084,14866496222.40003,4129.582284000008,0.098,404.69906383200083
2024-01-05 05:00:00,7400.0,0.46,0.39699999999999996,1,0.06300000000000006,4564275.156000004,16431390561.600016,4564.275156000004,0.098,447.29896528800043
2024-01-05 06:00:00,7400.000000000001,0.46,0.391,1,0.069,4998968.028000002,17996284900.800007,4998.968028000002,0.098,489.8988667440002
2024-01-05 07:00:00,7399.999999999999,0.44000000000000006,0.39999999999999997,1,0.04000000000000009,2897952.4800000065,10432628928.000023,2897.9524800000063,0.203,588.2843534400013
2024-01-05 08:00:00,7400.000000000001,0.43000000000000005,0.41899999999999993,1,0.01100000000000012,796936.9320000089,2868972955.2000318,796.9369320000088,0.203,161.7781971960018
2024-01-05 09:00:00,7400.0,0.41,0.427,0,-0.017000000000000015,-0.0,-0.0,-0.0,0.203,-0.0
2024-01-05 10:00:00,7400.0,0.4000000000000001,0.424,0,-0.02399999999999991,-0.0,-0.0,-0.0,0.203,-0.0
2024-01-05 11:00:00,7400.0,0.4,0.429,0,-0.02899999999999997,-0.0,-0.0,-0.0,0.157,-0.0
2024-01-05 12:00:00,7400.000000000001,0.4,0.42599999999999993,0,-0.025999999999999912,-0.0,-0.0,-0.0,0.157,-0.0
2024-01-05 13:00:00,7400.0,0.39,0.42199999999999993,0,-0.03199999999999992,-0.0,-0.0,-0.0,0.157,-0.0
2024-01-05 14:00:00,7400.000000000001,0.39,0.4169999999999999,0,-0.026999999999999913,-0.0,-0.0,-0.0,0.157,-0.0
2024-01-05 15:00:00,7400.0,0.39,0.408,0,-0.01799999999999996,-0.0,-0.0,-0.0,0.157,-0.0
2024-01-05 16:00:00,7400.000000000001,0.39,0.402,0,-0.01200000000000001,-0.0,-0.0,-0.0,0.157,-0.0
2024-01-05 17:00:00,7400.0,0.39,0.403,0,-0.013000000000000012,-0.0,-0.0,-0.0,0.203,-0.0
2024-01-05 18:00:00,7400.000000000001,0.39999999999999997,0.398,1,0.0019999999999999463,144897.62399999614,521631446.3999861,144.89762399999614,0.203,29.414217671999218
2024-01-05 19:00:00,7400.0,0.44,0.3769999999999999,1,0.06300000000000011,4564275.156000008,16431390561.600029,4564.275156000008,0.098,447.2989652880008
2024-01-05 20:00:00,7400.000000000001,0.47000000000000003,0.352,1,0.11800000000000005,8548959.816000005,30776255337.600018,8548.959816000004,0.098,837.7980619680004
2024-01-05 21:00:00,7400.0,0.48,0.334,1,0.14599999999999996,10577526.551999997,38079095587.19999,10577.526551999998,0.098,1036.5976020959997
2024-01-05 22:00:00,7400.000000000001,0.5,0.336,1,0.16399999999999998,11881605.168000001,42773778604.8,11881.605168,0.098,1164.397306464
2024-01-05 23:00:00,7400.0,0.49,0.338,1,0.15199999999999997,11012219.423999997,39643989926.39999,11012.219423999995,0.098,1079.1975035519995
2024-01-06 00:00:00,7420.000000000001,0.5000000000000001,0.3469999999999999,1,0.1530000000000002,11114626.798800016,40012656475.68005,11114.626798800015,0.098,1089.2334262824015
2024-01-06 01:00:00,7420.0,0.52,0.355,1,0.16500000000000004,11986362.234000005,43150904042.40002,11986.362234000004,0.098,1174.6634989320005
2024-01-06 02:00:00,7420.0,0.52,0.368,1,0.15200000000000002,11041982.179200003,39751135845.12001,11041.982179200002,0.098,1082.1142535616002
2024-01-06 03:00:00,7420.0,0.5100000000000001,0.37999999999999995,1,0.13000000000000017,9443800.548000013,33997681972.80005,9443.800548000014,0.098,925.4924537040014
2024-01-06 04:00:00,7420.0,0.5,0.395,1,0.10499999999999998,7627685.057999999,27459666208.8,7627.685058,0.098,747.5131356840001
2024-01-06 05:00:00,7420.000000000001,0.49000000000000005,0.4109999999999999,1,0.07900000000000013,5738924.948400009,20660129814.240032,5738.924948400009,0.098,562.414644943201
2024-01-06 06:00:00,7420.000000000001,0.47,0.44399999999999995,1,0.026000000000000023,1888760.109600002,6799536394.560007,1888.760109600002,0.098,185.0984907408002
2024-01-06 07:00:00,7419.999999999999,0.44,0.48,0,-0.03999999999999998,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-06 08:00:00,7420.000000000001,0.4,0.501,0,-0.10099999999999998,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-06 09:00:00,7420.0,0.36000000000000004,0.513,0,-0.15299999999999997,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-06 10:00:00,7420.0,0.33999999999999997,0.527,0,-0.18700000000000006,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-06 11:00:00,7420.000000000001,0.32,0.536,0,-0.21600000000000003,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-06 12:00:00,7420.0,0.30000000000000004,0.536,0,-0.236,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-06 13:00:00,7420.0,0.26000000000000006,0.5389999999999999,0,-0.27899999999999986,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-06 14:00:00,7420.0,0.24,0.551,0,-0.31100000000000005,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-06 15:00:00,7420.0,0.20999999999999996,0.57,0,-0.36,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-06 16:00:00,7420.000000000001,0.18,0.587,0,-0.407,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-06 17:00:00,7420.0,0.15,0.593,0,-0.44299999999999995,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-06 18:00:00,7420.0,0.14,0.592,0,-0.45199999999999996,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-06 19:00:00,7420.0,0.14,0.574,0,-0.43399999999999994,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-06 20:00:00,7420.0,0.14,0.5659999999999998,0,-0.4259999999999998,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-06 21:00:00,7420.000000000001,0.14,0.579,0,-0.43899999999999995,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-06 22:00:00,7420.000000000001,0.13,0.58,0,-0.44999999999999996,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-06 23:00:00,7420.0,0.13,0.582,0,-0.45199999999999996,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-07 00:00:00,7420.0,0.14,0.5699999999999998,0,-0.4299999999999998,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-07 01:00:00,7420.0,0.14,0.559,0,-0.41900000000000004,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-07 02:00:00,7420.0,0.14000000000000004,0.5409999999999999,0,-0.4009999999999999,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-07 03:00:00,7420.0,0.13,0.5359999999999999,0,-0.4059999999999999,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-07 04:00:00,7420.0,0.14,0.542,0,-0.402,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-07 05:00:00,7420.0,0.15,0.541,0,-0.391,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-07 06:00:00,7420.0,0.15000000000000002,0.546,0,-0.396,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-07 07:00:00,7420.0,0.14,0.563,0,-0.42299999999999993,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-07 08:00:00,7420.0,0.13,0.577,0,-0.44699999999999995,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-07 09:00:00,7420.0,0.13,0.5749999999999998,0,-0.44499999999999984,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-07 10:00:00,7420.0,0.13,0.567,0,-0.43699999999999994,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-07 11:00:00,7420.0,0.13,0.5619999999999999,0,-0.43199999999999994,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-07 12:00:00,7420.0,0.13,0.567,0,-0.43699999999999994,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-07 13:00:00,7420.0,0.14,0.556,0,-0.41600000000000004,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-07 14:00:00,7420.0,0.13999999999999999,0.5459999999999999,0,-0.4059999999999999,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-07 15:00:00,7420.0,0.15,0.5359999999999999,0,-0.3859999999999999,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-07 16:00:00,7420.0,0.16,0.527,0,-0.367,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-07 17:00:00,7420.0,0.17,0.527,0,-0.357,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-07 18:00:00,7420.0,0.19,0.514,0,-0.324,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-07 19:00:00,7420.0,0.22,0.48899999999999993,0,-0.2689999999999999,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-07 20:00:00,7420.0,0.24,0.467,0,-0.22700000000000004,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-07 21:00:00,7420.0,0.26,0.45599999999999996,0,-0.19599999999999995,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-07 22:00:00,7420.0,0.28,0.44599999999999995,0,-0.16599999999999993,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-07 23:00:00,7420.0,0.3,0.433,0,-0.133,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-08 00:00:00,7420.0,0.30999999999999994,0.42299999999999993,0,-0.11299999999999999,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-08 01:00:00,7420.0,0.32,0.418,0,-0.09799999999999998,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-08 02:00:00,7420.0,0.32999999999999996,0.4179999999999999,0,-0.08799999999999997,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-08 03:00:00,7420.0,0.34,0.413,0,-0.07299999999999995,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-08 04:00:00,7420.0,0.35,0.4099999999999999,0,-0.05999999999999994,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-08 05:00:00,7420.0,0.36,0.408,0,-0.04799999999999999,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-08 06:00:00,7420.0,0.36,0.39399999999999996,0,-0.033999999999999975,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-08 07:00:00,7420.0,0.36000000000000004,0.404,0,-0.043999999999999984,-0.0,-0.0,-0.0,0.203,-0.0
2024-01-08 08:00:00,7420.0,0.36,0.4169999999999999,0,-0.05699999999999994,-0.0,-0.0,-0.0,0.203,-0.0
2024-01-08 09:00:00,7420.0,0.36,0.427,0,-0.067,-0.0,-0.0,-0.0,0.203,-0.0
2024-01-08 10:00:00,7420.0,0.36,0.432,0,-0.07200000000000001,-0.0,-0.0,-0.0,0.203,-0.0
2024-01-08 11:00:00,7420.0,0.36,0.42599999999999993,0,-0.06599999999999995,-0.0,-0.0,-0.0,0.157,-0.0
2024-01-08 12:00:00,7420.0,0.35999999999999993,0.43099999999999994,0,-0.07100000000000001,-0.0,-0.0,-0.0,0.157,-0.0
2024-01-08 13:00:00,7420.0,0.36,0.428,0,-0.068,-0.0,-0.0,-0.0,0.157,-0.0
2024-01-08 14:00:00,7420.0,0.36,0.434,0,-0.07400000000000001,-0.0,-0.0,-0.0,0.157,-0.0
2024-01-08 15:00:00,7420.0,0.35000000000000003,0.441,0,-0.09099999999999997,-0.0,-0.0,-0.0,0.157,-0.0
2024-01-08 16:00:00,7420.0,0.33,0.45899999999999996,0,-0.12899999999999995,-0.0,-0.0,-0.0,0.157,-0.0
2024-01-08 17:00:00,7420.0,0.33,0.471,0,-0.14099999999999996,-0.0,-0.0,-0.0,0.203,-0.0
2024-01-08 18:00:00,7420.0,0.34,0.4719999999999999,0,-0.1319999999999999,-0.0,-0.0,-0.0,0.203,-0.0
2024-01-08 19:00:00,7420.0,0.34,0.453,0,-0.11299999999999999,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-08 20:00:00,7420.0,0.35000000000000003,0.438,0,-0.08799999999999997,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-08 21:00:00,7420.0,0.35000000000000003,0.44,0,-0.08999999999999997,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-08 22:00:00,7420.0,0.37,0.44,0,-0.07,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-08 23:00:00,7420.0,0.38,0.432,0,-0.05199999999999999,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-09 00:00:00,7420.0,0.38,0.427,0,-0.046999999999999986,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-09 01:00:00,7420.0,0.39,0.424,0,-0.033999999999999975,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-09 02:00:00,7420.0,0.4,0.42799999999999994,0,-0.027999999999999914,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-09 03:00:00,7420.0,0.39,0.43,0,-0.03999999999999998,-0.0,-0.0,-0.0,0.098,-0.0
2024-01-09 04:00:00,7420.0,0.39,0.42599999999999993,0,-0.03599999999999992,-0.0,-0.0,-0.0,0.098,-0.0
